x,y,z,text
1601992775362,0.25,1,None
1601992775383,0.25,1,None
1601992775403,0.25,1,None
1601992775422,0.25,1,None
1601992775443,0.25,1,None
1601992775463,0.25,1,None
1601992775483,0.25,1,None
1601992775502,0.25,1,None
1601992775522,0.25,1,None
1601992775543,0.25,1,None
1601992775563,0.25,1,None
1601992775582,0.25,1,None
1601992775603,0.25,1,None
1601992775622,0.25,1,None
1601992775643,0.25,1,None
1601992775663,0.23,1,None
1601992775683,0.23,1,None
1601992775703,0.23,1,None
1601992775722,0.2,1,None
1601992775743,0.2,1,None
1601992775762,0.2,1,None
1601992775783,0.2,1,None
1601992775802,0.2,1,None
1601992775822,0.2,1,None
1601992775843,0.22,1,None
1601992775862,0.22,1,None
1601992775882,0.22,1,None
1601992775903,0.25,1,None
1601992775923,0.31,1,None
1601992775942,0.31,1,None
1601992775952,0.37,1,None
1601992775972,0.4,1,None
1601992775992,0.46,1,None
1601992776012,0.46,1,None
1601992776033,0.52,1,None
1601992776052,0.55,1,None
1601992776072,0.58,1,None
1601992776093,0.58,1,None
1601992776113,0.61,1,None
1601992776135,0.61,1,None
1601992776154,0.61,1,None
1601992776174,0.61,1,None
1601992776194,0.61,1,None
1601992776214,0.61,1,None
1601992776234,0.58,1,None
1601992776254,0.58,1,None
1601992776274,0.58,1,None
1601992776295,0.58,1,None
1601992776315,0.57,1,None
1601992776334,0.6,1,None
1601992776354,0.6,1,None
1601992776375,0.6,1,None
1601992776394,0.59,1,None
1601992776416,0.59,1,None
1601992776434,0.59,1,None
1601992776454,0.56,1,None
1601992776475,0.56,1,None
1601992776494,0.56,1,None
1601992776515,0.56,1,None
1601992776534,0.56,1,None
1601992776554,0.57,1,None
1601992776574,0.6,1,None
1601992776595,0.6,1,None
1601992776614,0.63,1,None
1601992776634,0.66,1,None
1601992776654,0.66,1,None
1601992776674,0.69,1,None
1601992776694,0.72,1,None
1601992776714,0.78,1,None
1601992776735,0.81,1,None
1601992776755,0.84,1,None
1601992776774,0.9,1,None
1601992776795,0.93,1,None
1601992776815,0.96,1,None
1601992776835,0.99,1,None
1601992776855,1.05,1,None
1601992776875,1.05,1,None
1601992776895,1.1,1,None
1601992776914,1.13,1,None
1601992776934,1.13,1,None
1601992776954,1.16,1,None
1601992776974,1.16,1,None
1601992776994,1.16,1,None
1601992777015,1.19,1,None
1601992777034,1.21,1,None
1601992777054,1.21,1,None
1601992777074,1.24,1,None
1601992777094,1.27,1,None
1601992777115,1.24,1,None
1601992777134,1.18,1,None
1601992777154,1.15,1,None
1601992777176,1.12,1,None
1601992777196,1.09,1,None
1601992777216,1,1,None
1601992777236,0.98,1,None
1601992777256,0.95,1,None
1601992777276,0.87,1,None
1601992777296,0.81,1,None
1601992777346,0.78,1,None
1601992777346,0.73,1,None
1601992777368,0.7,1,None
1601992777376,0.64,1,None
1601992777396,0.61,1,None
1601992777416,0.61,1,None
1601992777437,0.58,1,None
1601992777456,0.56,1,None
1601992777477,0.53,1,None
1601992777497,0.5,1,None
1601992777517,0.47,1,None
1601992777536,0.49,1,None
1601992777556,0.46,1,None
1601992777576,0.46,1,None
1601992777596,0.46,1,None
1601992777616,0.43,1,None
1601992777636,0.42,1,None
1601992777656,0.39,1,None
1601992777676,0.36,1,None
1601992777696,0.34,1,None
1601992777717,0.36,1,None
1601992777736,0.36,1,None
1601992777756,0.33,1,None
1601992777776,0.33,1,None
1601992777797,0.33,1,None
1601992777816,0.33,1,None
1601992777836,0.36,1,None
1601992777857,0.36,1,None
1601992777877,0.36,1,None
1601992777896,0.36,1,None
1601992777916,0.36,1,None
1601992777936,0.36,1,None
1601992777956,0.36,1,None
1601992777976,0.34,1,None
1601992777996,0.36,1,None
1601992778016,0.34,1,None
1601992778036,0.34,1,None
1601992778057,0.34,1,None
1601992778077,0.32,1,None
1601992778097,0.35,1,None
1601992778117,0.35,1,None
1601992778137,0.38,1,None
1601992778156,0.35,1,None
1601992778176,0.38,1,None
1601992778196,0.38,1,None
1601992778216,0.38,1,None
1601992778236,0.38,1,None
1601992778256,0.38,1,None
1601992778276,0.38,1,None
1601992778296,0.38,1,None
1601992778318,0.38,1,None
1601992778338,0.38,1,None
1601992778358,0.38,1,None
1601992778378,0.38,1,None
1601992778389,0.38,1,None
1601992778409,0.38,1,None
1601992778428,0.38,1,None
1601992778449,0.37,1,None
1601992778468,0.34,1,None
1601992778488,0.34,1,None
1601992778508,0.34,1,None
1601992778528,0.34,1,None
1601992778548,0.34,1,None
1601992778568,0.34,1,None
1601992778589,0.34,1,None
1601992778608,0.34,1,None
1601992778629,0.34,1,None
1601992778648,0.34,1,None
1601992778669,0.37,1,None
1601992778688,0.37,1,None
1601992778709,0.35,1,None
1601992778728,0.35,1,None
1601992778748,0.35,1,None
1601992778768,0.35,1,None
1601992778789,0.35,1,None
1601992778809,0.35,1,None
1601992778828,0.32,1,None
1601992778849,0.32,1,None
1601992778868,0.29,1,None
1601992778888,0.31,1,None
1601992778908,0.31,1,None
1601992778929,0.34,1,None
1601992778949,0.33,1,None
1601992778968,0.33,1,None
1601992778988,0.33,1,None
1601992779009,0.33,1,None
1601992779028,0.33,1,None
1601992779048,0.33,1,None
1601992779069,0.33,1,None
1601992779088,0.33,1,None
1601992779108,0.33,1,None
1601992779128,0.3,1,None
1601992779148,0.31,1,None
1601992779168,0.28,1,None
1601992779188,0.28,1,None
1601992779209,0.28,1,None
1601992779228,0.26,1,None
1601992779248,0.26,1,None
1601992779268,0.26,1,None
1601992779288,0.29,1,None
1601992779308,0.29,1,None
1601992779329,0.29,1,None
1601992779349,0.29,1,None
1601992779369,0.29,1,None
1601992779388,0.31,1,None
1601992779408,0.31,1,None
1601992779428,0.31,1,None
1601992779449,0.34,1,None
1601992779470,0.34,1,None
1601992779491,0.34,1,None
1601992779510,0.34,1,None
1601992779531,0.34,1,None
1601992779551,0.34,1,None
1601992779571,0.34,1,None
1601992779590,0.34,1,None
1601992779610,0.34,1,None
1601992779630,0.34,1,None
1601992779650,0.36,1,None
1601992779671,0.36,1,None
1601992779691,0.39,1,None
1601992779710,0.42,1,None
1601992779731,0.42,1,None
1601992779751,0.45,1,None
1601992779770,0.48,1,None
1601992779790,0.5,1,None
1601992779810,0.53,1,None
1601992779831,0.56,1,None
1601992779850,0.57,1,None
1601992779870,0.57,1,None
1601992779890,0.54,1,None
1601992779910,0.54,1,None
1601992779931,0.54,1,None
1601992779950,0.57,1,None
1601992779971,0.57,1,None
1601992779990,0.57,1,None
1601992780011,0.57,1,None
1601992780030,0.57,1,None
1601992780050,0.57,1,None
1601992780070,0.57,1,None
1601992780090,0.57,1,None
1601992780110,0.57,1,None
1601992780130,0.54,1,None
1601992780150,0.54,1,None
1601992780171,0.52,1,None
1601992780190,0.52,1,None
1601992780211,0.52,1,None
1601992780231,0.52,1,None
1601992780251,0.52,1,None
1601992780270,0.54,1,None
1601992780290,0.57,1,None
1601992780310,0.6,1,None
1601992780330,0.66,1,None
1601992780350,0.71,1,None
1601992780371,0.74,1,None
1601992780390,0.77,1,None
1601992780411,0.83,1,None
1601992780430,0.86,1,None
1601992780451,0.89,1,None
1601992780470,0.93,1,None
1601992780491,0.96,1,None
1601992780510,0.99,1,None
1601992780531,1.02,1,None
1601992780550,1.08,1,None
1601992780570,1.14,1,None
1601992780590,1.14,1,None
1601992780610,1.2,1,None
1601992780632,1.23,1,None
1601992780652,1.29,1,None
1601992780672,1.35,1,None
1601992780692,1.35,1,None
1601992780712,1.35,1,None
1601992780732,1.35,1,None
1601992780753,1.35,1,None
1601992780772,1.35,1,None
1601992780792,1.32,1,None
1601992780813,1.29,1,None
1601992780833,1.26,1,None
1601992780853,1.23,1,None
1601992780872,1.25,1,None
1601992780892,1.22,1,None
1601992780912,1.22,1,None
1601992780922,1.24,1,None
1601992780952,1.24,1,None
1601992780962,1.27,1,None
1601992780982,1.27,1,None
1601992781002,1.32,1,None
1601992781022,1.35,1,None
1601992781042,1.35,1,None
1601992781063,1.41,1,None
1601992781082,1.44,1,None
1601992781102,1.44,1,None
1601992781123,1.44,1,None
1601992781143,1.45,1,None
1601992781162,1.45,1,None
1601992781182,1.45,1,None
1601992781203,1.43,1,None
1601992781222,1.43,1,None
1601992781244,1.4,1,None
1601992781262,1.38,1,None
1601992781282,1.38,1,None
1601992781302,1.38,1,None
1601992781323,1.38,1,None
1601992781343,1.38,1,None
1601992781362,1.38,1,None
1601992781383,1.38,1,None
1601992781403,1.38,1,None
1601992781423,1.35,1,None
1601992781442,1.32,1,None
1601992781462,1.29,1,None
1601992781482,1.29,1,None
1601992781502,1.26,1,None
1601992781522,1.28,1,None
1601992781542,1.28,1,None
1601992781562,1.28,1,None
1601992781582,1.3,1,None
1601992781602,1.3,1,None
1601992781622,1.3,1,None
1601992781642,1.3,1,None
1601992781662,1.3,1,None
1601992781682,1.3,1,None
1601992781702,1.3,1,None
1601992781722,1.3,1,None
1601992781742,1.3,1,None
1601992781762,1.3,1,None
1601992781784,1.3,1,None
1601992781804,1.3,1,None
1601992781824,1.31,1,None
1601992781844,1.31,1,None
1601992781864,1.31,1,None
1601992781884,1.31,1,None
1601992781904,1.34,1,None
1601992781924,1.34,1,None
1601992781944,1.37,1,None
1601992781964,1.37,1,None
1601992781984,1.4,1,None
1601992782004,1.4,1,None
1601992782024,1.4,1,None
1601992782044,1.4,1,None
1601992782064,1.4,1,None
1601992782084,1.4,1,None
1601992782104,1.4,1,None
1601992782124,1.4,1,None
1601992782144,1.4,1,None
1601992782164,1.4,1,None
1601992782184,1.4,1,None
1601992782204,1.37,1,None
1601992782224,1.37,1,None
1601992782244,1.4,1,None
1601992782264,1.42,1,None
1601992782284,1.42,1,None
1601992782304,1.42,1,None
1601992782324,1.45,1,None
1601992782344,1.45,1,None
1601992782364,1.45,1,None
1601992782384,1.45,1,None
1601992782404,1.45,1,None
1601992782424,1.48,1,None
1601992782444,1.45,1,None
1601992782464,1.45,1,None
1601992782484,1.45,1,None
1601992782504,1.45,1,None
1601992782524,1.43,1,None
1601992782544,1.43,1,None
1601992782564,1.4,1,None
1601992782584,1.38,1,None
1601992782604,1.38,1,None
1601992782624,1.38,1,None
1601992782644,1.38,1,None
1601992782665,1.38,1,None
1601992782684,1.38,1,None
1601992782704,1.38,1,None
1601992782724,1.35,1,None
1601992782744,1.32,1,None
1601992782764,1.26,1,None
1601992782784,1.23,1,None
1601992782804,1.17,1,None
1601992782824,1.14,1,None
1601992782844,1.11,1,None
1601992782864,1.05,1,None
1601992782884,1.02,1,None
1601992782904,1.02,1,None
1601992782924,0.99,1,None
1601992782946,1.02,1,None
1601992782966,1.01,1,None
1601992782986,1.01,1,None
1601992783006,1.04,1,None
1601992783026,1.06,1,None
1601992783046,1.06,1,None
1601992783066,1.09,1,None
1601992783086,1.15,1,None
1601992783106,1.18,1,None
1601992783126,1.21,1,None
1601992783146,1.24,1,None
1601992783166,1.3,1,None
1601992783186,1.27,1,None
1601992783206,1.31,1,None
1601992783226,1.31,1,None
1601992783246,1.31,1,None
1601992783266,1.29,1,None
1601992783286,1.29,1,None
1601992783306,1.29,1,None
1601992783326,1.26,1,None
1601992783346,1.26,1,None
1601992783366,1.26,1,None
1601992783386,1.26,1,None
1601992783406,1.26,1,None
1601992783426,1.23,1,None
1601992783446,1.2,1,None
1601992783467,1.17,1,None
1601992783476,1.14,1,None
1601992783496,1.11,1,None
1601992783516,1.11,1,None
1601992783536,1.08,1,None
1601992783556,1.07,1,None
1601992783576,1.05,1,None
1601992783596,1.01,1,None
1601992783616,0.98,1,None
1601992783636,1.01,1,None
1601992783656,0.98,1,None
1601992783676,0.98,1,None
1601992783696,0.98,1,None
1601992783716,0.98,1,None
1601992783736,0.98,1,None
1601992783756,0.98,1,None
1601992783776,0.95,1,None
1601992783796,0.95,1,None
1601992783816,0.96,1,None
1601992783836,1.02,1,None
1601992783856,1.02,1,None
1601992783877,1.02,1,None
1601992783896,1.05,1,None
1601992783916,1.08,1,None
1601992783936,1.11,1,None
1601992783956,1.14,1,None
1601992783976,1.17,1,None
1601992783996,1.17,1,None
1601992784016,1.2,1,None
1601992784036,1.2,1,None
1601992784056,1.2,1,None
1601992784080,1.25,1,None
1601992784096,1.25,1,None
1601992784116,1.31,1,None
1601992784138,1.33,1,None
1601992784158,1.33,1,None
1601992784178,1.36,1,None
1601992784198,1.39,1,None
1601992784218,1.39,1,None
1601992784238,1.39,1,None
1601992784258,1.41,1,None
1601992784278,1.41,1,None
1601992784299,1.41,1,None
1601992784318,1.41,1,None
1601992784338,1.41,1,None
1601992784358,1.39,1,None
1601992784378,1.36,1,None
1601992784398,1.36,1,None
1601992784418,1.34,1,None
1601992784438,1.31,1,None
1601992784458,1.29,1,None
1601992784478,1.29,1,None
1601992784498,1.29,1,None
1601992784518,1.26,1,None
1601992784538,1.26,1,None
1601992784558,1.26,1,None
1601992784578,1.26,1,None
1601992784598,1.23,1,None
1601992784618,1.2,1,None
1601992784638,1.17,1,None
1601992784658,1.11,1,None
1601992784678,1.05,1,None
1601992784698,1.05,1,None
1601992784718,0.99,1,None
1601992784738,0.93,1,None
1601992784758,0.9,1,None
1601992784778,0.84,1,None
1601992784798,0.84,1,None
1601992784818,0.8,1,None
1601992784838,0.77,1,None
1601992784858,0.74,1,None
1601992784878,0.77,1,None
1601992784898,0.77,1,None
1601992784918,0.79,1,None
1601992784938,0.79,1,None
1601992784958,0.82,1,None
1601992784978,0.82,1,None
1601992784998,0.85,1,None
1601992785018,0.91,1,None
1601992785038,0.94,1,None
1601992785058,0.97,1,None
1601992785078,0.98,1,None
1601992785098,1,1,None
1601992785118,1.04,1,None
1601992785138,1.04,1,None
1601992785158,1.07,1,None
1601992785178,1.07,1,None
1601992785198,1.07,1,None
1601992785218,1.05,1,None
1601992785238,1.05,1,None
1601992785258,1.02,1,None
1601992785280,1.02,1,None
1601992785300,1.02,1,None
1601992785320,0.99,1,None
1601992785340,0.99,1,None
1601992785360,0.96,1,None
1601992785380,0.93,1,None
1601992785400,0.91,1,None
1601992785420,0.88,1,None
1601992785441,0.85,1,None
1601992785460,0.85,1,None
1601992785480,0.82,1,None
1601992785500,0.79,1,None
1601992785520,0.76,1,None
1601992785540,0.73,1,None
1601992785561,0.75,1,None
1601992785580,0.75,1,None
1601992785600,0.72,1,None
1601992785620,0.72,1,None
1601992785640,0.71,1,None
1601992785660,0.68,1,None
1601992785680,0.68,1,None
1601992785700,0.66,1,None
1601992785720,0.63,1,None
1601992785740,0.63,1,None
1601992785760,0.63,1,None
1601992785780,0.63,1,None
1601992785800,0.63,1,None
1601992785820,0.63,1,None
1601992785840,0.66,1,None
1601992785860,0.66,1,None
1601992785881,0.68,1,None
1601992785900,0.71,1,None
1601992785920,0.72,1,None
1601992785940,0.75,1,None
1601992785960,0.75,1,None
1601992785980,0.75,1,None
1601992786000,0.75,1,None
1601992786020,0.72,1,None
1601992786030,0.72,1,None
1601992786050,0.72,1,None
1601992786070,0.72,1,None
1601992786090,0.72,1,None
1601992786110,0.72,1,None
1601992786130,0.72,1,None
1601992786150,0.72,1,None
1601992786170,0.72,1,None
1601992786190,0.75,1,None
1601992786210,0.75,1,None
1601992786230,0.77,1,None
1601992786250,0.8,1,None
1601992786270,0.8,1,None
1601992786290,0.8,1,None
1601992786310,0.82,1,None
1601992786330,0.82,1,None
1601992786350,0.82,1,None
1601992786370,0.82,1,None
1601992786390,0.82,1,None
1601992786410,0.82,1,None
1601992786430,0.82,1,None
1601992786452,0.85,1,None
1601992786472,0.88,1,None
1601992786492,0.91,1,None
1601992786512,0.92,1,None
1601992786532,0.92,1,None
1601992786552,0.92,1,None
1601992786572,0.92,1,None
1601992786592,0.92,1,None
1601992786612,0.92,1,None
1601992786632,0.9,1,None
1601992786652,0.9,1,None
1601992786672,0.9,1,None
1601992786692,0.87,1,None
1601992786712,0.87,1,None
1601992786732,0.87,1,None
1601992786752,0.84,1,None
1601992786772,0.84,1,None
1601992786792,0.81,1,None
1601992786812,0.75,1,None
1601992786832,0.75,1,None
1601992786852,0.75,1,None
1601992786872,0.75,1,None
1601992786892,0.75,1,None
1601992786912,0.75,1,None
1601992786932,0.74,1,None
1601992786952,0.74,1,None
1601992786972,0.74,1,None
1601992786992,0.77,1,None
1601992787012,0.77,1,None
1601992787032,0.77,1,None
1601992787052,0.77,1,None
1601992787072,0.8,1,None
1601992787092,0.83,1,None
1601992787112,0.83,1,None
1601992787132,0.86,1,None
1601992787152,0.83,1,None
1601992787172,0.81,1,None
1601992787192,0.81,1,None
1601992787212,0.78,1,None
1601992787232,0.78,1,None
1601992787252,0.76,1,None
1601992787272,0.76,1,None
1601992787292,0.76,1,None
1601992787312,0.76,1,None
1601992787332,0.76,1,None
1601992787352,0.76,1,None
1601992787372,0.76,1,None
1601992787392,0.76,1,None
1601992787412,0.76,1,None
1601992787432,0.76,1,None
1601992787452,0.76,1,None
1601992787472,0.78,1,None
1601992787492,0.78,1,None
1601992787512,0.78,1,None
1601992787532,0.81,1,None
1601992787552,0.83,1,None
1601992787572,0.8,1,None
1601992787596,0.8,1,None
1601992787635,0.83,1,None
1601992787635,0.86,1,None
1601992787671,0.89,1,None
1601992787674,0.92,1,None
1601992787708,0.95,1,None
1601992787714,1,1,None
1601992787734,1.03,1,None
1601992787754,1.06,1,None
1601992787774,1.12,1,None
1601992787794,1.18,1,None
1601992787814,1.19,1,None
1601992787834,1.24,1,None
1601992787854,1.3,1,None
1601992787874,1.33,1,None
1601992787894,1.37,1,None
1601992787914,1.37,1,None
1601992787934,1.37,1,None
1601992787954,1.4,1,None
1601992787974,1.41,1,None
1601992787994,1.41,1,None
1601992788014,1.41,1,None
1601992788034,1.41,1,None
1601992788054,1.41,1,None
1601992788074,1.41,1,None
1601992788088,1.41,1,None
1601992788114,1.41,1,None
1601992788134,1.41,1,None
1601992788154,1.41,1,None
1601992788174,1.41,1,None
1601992788194,1.38,1,None
1601992788214,1.38,1,None
1601992788234,1.34,1,None
1601992788254,1.31,1,None
1601992788274,1.28,1,None
1601992788295,1.25,1,None
1601992788314,1.22,1,None
1601992788334,1.16,1,None
1601992788354,1.1,1,None
1601992788374,1.07,1,None
1601992788394,1.01,1,None
1601992788414,0.98,1,None
1601992788434,0.92,1,None
1601992788454,0.92,1,None
1601992788464,0.89,1,None
1601992788484,0.86,1,None
1601992788504,0.84,1,None
1601992788524,0.81,1,None
1601992788544,0.81,1,None
1601992788564,0.76,1,None
1601992788584,0.73,1,None
1601992788604,0.73,1,None
1601992788624,0.73,1,None
1601992788644,0.71,1,None
1601992788664,0.71,1,None
1601992788684,0.71,1,None
1601992788704,0.71,1,None
1601992788726,0.71,1,None
1601992788746,0.71,1,None
1601992788766,0.71,1,None
1601992788786,0.71,1,None
1601992788806,0.71,1,None
1601992788826,0.71,1,None
1601992788846,0.71,1,None
1601992788866,0.7,1,None
1601992788886,0.7,1,None
1601992788906,0.73,1,None
1601992788926,0.72,1,None
1601992788946,0.72,1,None
1601992788966,0.75,1,None
1601992788986,0.75,1,None
1601992789006,0.75,1,None
1601992789026,0.75,1,None
1601992789046,0.75,1,None
1601992789066,0.75,1,None
1601992789086,0.75,1,None
1601992789106,0.75,1,None
1601992789126,0.75,1,None
1601992789146,0.75,1,None
1601992789166,0.75,1,None
1601992789186,0.81,1,None
1601992789206,0.78,1,None
1601992789226,0.81,1,None
1601992789246,0.84,1,None
1601992789266,0.84,1,None
1601992789286,0.84,1,None
1601992789306,0.85,1,None
1601992789326,0.85,1,None
1601992789346,0.85,1,None
1601992789366,0.88,1,None
1601992789386,0.88,1,None
1601992789406,0.88,1,None
1601992789426,0.88,1,None
1601992789446,0.91,1,None
1601992789466,0.91,1,None
1601992789486,0.91,1,None
1601992789506,0.91,1,None
1601992789526,0.93,1,None
1601992789546,0.96,1,None
1601992789566,0.95,1,None
1601992789586,0.95,1,None
1601992789606,0.98,1,None
1601992789626,0.95,1,None
1601992789646,0.95,1,None
1601992789666,0.92,1,None
1601992789686,0.91,1,None
1601992789706,0.91,1,None
1601992789726,0.91,1,None
1601992789746,0.91,1,None
1601992789766,0.91,1,None
1601992789786,0.89,1,None
1601992789806,0.89,1,None
1601992789826,0.86,1,None
1601992789846,0.86,1,None
1601992789866,0.86,1,None
1601992789888,0.86,1,None
1601992789908,0.84,1,None
1601992789928,0.86,1,None
1601992789948,0.86,1,None
1601992789968,0.87,1,None
1601992789988,0.87,1,None
1601992790008,0.9,1,None
1601992790028,0.9,1,None
1601992790048,0.93,1,None
1601992790068,0.91,1,None
1601992790088,0.93,1,None
1601992790108,0.93,1,None
1601992790128,0.93,1,None
1601992790148,0.93,1,None
1601992790168,0.93,1,None
1601992790188,0.93,1,None
1601992790208,0.93,1,None
1601992790228,0.93,1,None
1601992790248,0.96,1,None
1601992790268,0.96,1,None
1601992790288,0.96,1,None
1601992790308,0.98,1,None
1601992790328,0.98,1,None
1601992790348,0.98,1,None
1601992790368,0.98,1,None
1601992790388,0.98,1,None
1601992790408,0.98,1,None
1601992790428,0.98,1,None
1601992790448,0.98,1,None
1601992790468,0.98,1,None
1601992790488,0.98,1,None
1601992790508,0.92,1,None
1601992790528,0.92,1,None
1601992790548,0.9,1,None
1601992790568,0.9,1,None
1601992790588,0.93,1,None
1601992790608,0.91,1,None
1601992790628,0.93,1,None
1601992790648,0.91,1,None
1601992790668,0.91,1,None
1601992790688,0.94,1,None
1601992790708,0.94,1,None
1601992790729,0.94,1,None
1601992790748,0.94,1,None
1601992790768,0.94,1,None
1601992790788,0.94,1,None
1601992790808,0.94,1,None
1601992790828,0.94,1,None
1601992790848,0.91,1,None
1601992790868,0.91,1,None
1601992790888,0.91,1,None
1601992790908,0.88,1,None
1601992790918,0.85,1,None
1601992790938,0.85,1,None
1601992790958,0.85,1,None
1601992790978,0.82,1,None
1601992790998,0.82,1,None
1601992791018,0.82,1,None
1601992791038,0.84,1,None
1601992791060,0.84,1,None
1601992791080,0.84,1,None
1601992791100,0.84,1,None
1601992791120,0.87,1,None
1601992791140,0.87,1,None
1601992791160,0.87,1,None
1601992791180,0.87,1,None
1601992791200,0.87,1,None
1601992791220,0.87,1,None
1601992791240,0.9,1,None
1601992791260,0.91,1,None
1601992791280,0.91,1,None
1601992791300,0.91,1,None
1601992791320,0.97,1,None
1601992791340,1,1,None
1601992791360,1.03,1,None
1601992791380,1.03,1,None
1601992791400,1.06,1,None
1601992791420,1.09,1,None
1601992791440,1.12,1,None
1601992791460,1.12,1,None
1601992791480,1.15,1,None
1601992791500,1.18,1,None
1601992791520,1.18,1,None
1601992791540,1.2,1,None
1601992791560,1.26,1,None
1601992791580,1.29,1,None
1601992791600,1.31,1,None
1601992791620,1.34,1,None
1601992791640,1.37,1,None
1601992791660,1.37,1,None
1601992791680,1.39,1,None
1601992791700,1.39,1,None
1601992791720,1.39,1,None
1601992791741,1.39,1,None
1601992791760,1.39,1,None
1601992791780,1.39,1,None
1601992791800,1.39,1,None
1601992791820,1.39,1,None
1601992791840,1.39,1,None
1601992791861,1.39,1,None
1601992791880,1.37,1,None
1601992791900,1.37,1,None
1601992791920,1.34,1,None
1601992791940,1.34,1,None
1601992791960,1.34,1,None
1601992791980,1.31,1,None
1601992792000,1.28,1,None
1601992792020,1.28,1,None
1601992792040,1.28,1,None
1601992792060,1.26,1,None
1601992792080,1.23,1,None
1601992792100,1.23,1,None
1601992792120,1.17,1,None
1601992792140,1.17,1,None
1601992792160,1.14,1,None
1601992792180,1.11,1,None
1601992792200,1.05,1,None
1601992792220,1.02,1,None
1601992792242,0.99,1,None
1601992792262,0.93,1,None
1601992792282,0.91,1,None
1601992792302,0.85,1,None
1601992792323,0.85,1,None
1601992792343,0.82,1,None
1601992792364,0.79,1,None
1601992792382,0.79,1,None
1601992792402,0.81,1,None
1601992792422,0.81,1,None
1601992792442,0.87,1,None
1601992792462,0.93,1,None
1601992792482,0.96,1,None
1601992792502,1.02,1,None
1601992792522,1.05,1,None
1601992792542,1.1,1,None
1601992792563,1.16,1,None
1601992792582,1.22,1,None
1601992792602,1.28,1,None
1601992792622,1.29,1,None
1601992792642,1.34,1,None
1601992792662,1.4,1,None
1601992792682,1.41,1,None
1601992792702,1.44,1,None
1601992792722,1.44,1,None
1601992792742,1.44,1,None
1601992792762,1.44,1,None
1601992792782,1.44,1,None
1601992792802,1.44,1,None
1601992792822,1.44,1,None
1601992792843,1.44,1,None
1601992792862,1.44,1,None
1601992792882,1.41,1,None
1601992792902,1.41,1,None
1601992792922,1.41,1,None
1601992792942,1.41,1,None
1601992792962,1.41,1,None
1601992792982,1.38,1,None
1601992793002,1.38,1,None
1601992793022,1.38,1,None
1601992793042,1.38,1,None
1601992793062,1.37,1,None
1601992793082,1.4,1,None
1601992793102,1.37,1,None
1601992793122,1.37,1,None
1601992793142,1.37,1,None
1601992793162,1.34,1,None
1601992793182,1.33,1,None
1601992793202,1.33,1,None
1601992793222,1.33,1,None
1601992793242,1.3,1,None
1601992793262,1.3,1,None
1601992793282,1.3,1,None
1601992793302,1.28,1,None
1601992793322,1.25,1,None
1601992793342,1.25,1,None
1601992793362,1.23,1,None
1601992793382,1.23,1,None
1601992793402,1.23,1,None
1601992793422,1.2,1,None
1601992793432,1.2,1,None
1601992793454,1.2,1,None
1601992793474,1.2,1,None
1601992793494,1.18,1,None
1601992793514,1.18,1,None
1601992793534,1.18,1,None
1601992793554,1.18,1,None
1601992793574,1.18,1,None
1601992793594,1.18,1,None
1601992793614,1.18,1,None
1601992793634,1.18,1,None
1601992793654,1.17,1,None
1601992793674,1.17,1,None
1601992793694,1.17,1,None
1601992793714,1.17,1,None
1601992793734,1.13,1,None
1601992793754,1.13,1,None
1601992793775,1.1,1,None
1601992793794,1.1,1,None
1601992793814,1.07,1,None
1601992793834,1.04,1,None
1601992793854,1.01,1,None
1601992793874,1.01,1,None
1601992793894,0.98,1,None
1601992793914,0.95,1,None
1601992793934,0.95,1,None
1601992793954,0.92,1,None
1601992793974,0.92,1,None
1601992793994,0.92,1,None
1601992794014,0.92,1,None
1601992794036,0.92,1,None
1601992794054,0.92,1,None
1601992794074,0.89,1,None
1601992794094,0.89,1,None
1601992794114,0.9,1,None
1601992794134,0.87,1,None
1601992794154,0.87,1,None
1601992794174,0.85,1,None
1601992794194,0.82,1,None
1601992794214,0.82,1,None
1601992794234,0.79,1,None
1601992794254,0.79,1,None
1601992794274,0.79,1,None
1601992794294,0.77,1,None
1601992794314,0.77,1,None
1601992794334,0.74,1,None
1601992794354,0.71,1,None
1601992794374,0.68,1,None
1601992794394,0.67,1,None
1601992794414,0.64,1,None
1601992794434,0.67,1,None
1601992794454,0.66,1,None
1601992794474,0.66,1,None
1601992794494,0.66,1,None
1601992794514,0.68,1,None
1601992794534,0.71,1,None
1601992794554,0.71,1,None
1601992794574,0.71,1,None
1601992794594,0.71,1,None
1601992794614,0.71,1,None
1601992794634,0.77,1,None
1601992794654,0.77,1,None
1601992794674,0.8,1,None
1601992794694,0.8,1,None
1601992794714,0.83,1,None
1601992794734,0.84,1,None
1601992794754,0.86,1,None
1601992794776,0.86,1,None
1601992794796,0.9,1,None
1601992794817,0.9,1,None
1601992794836,0.93,1,None
1601992794856,0.93,1,None
1601992794876,0.96,1,None
1601992794896,0.96,1,None
1601992794916,0.96,1,None
1601992794936,0.96,1,None
1601992794956,0.96,1,None
1601992794976,0.96,1,None
1601992794996,0.96,1,None
1601992795016,0.96,1,None
1601992795036,0.99,1,None
1601992795056,0.99,1,None
1601992795076,1.02,1,None
1601992795096,1.02,1,None
1601992795116,1.02,1,None
1601992795136,1.05,1,None
1601992795156,1.05,1,None
1601992795176,1.08,1,None
1601992795196,1.1,1,None
1601992795216,1.1,1,None
1601992795236,1.13,1,None
1601992795256,1.13,1,None
1601992795276,1.16,1,None
1601992795296,1.16,1,None
